id,tag,timestamp,value
1,loss,1628503035139,0.5105249285697937
2,loss,1628503086933,0.3660033643245697
3,loss,1628503139271,0.30173999071121216
4,loss,1628503186632,0.2722299098968506
5,loss,1628503233033,0.25757354497909546
6,loss,1628503277490,0.24475392699241638
7,loss,1628503316626,0.23663100600242615
8,loss,1628503354052,0.23152542114257812
9,loss,1628503390399,0.22774016857147217
10,loss,1628503427537,0.2224585860967636
11,loss,1628503463606,0.21711070835590363
12,loss,1628503500322,0.2144552767276764
13,loss,1628503541006,0.2131851762533188
14,loss,1628503578409,0.20904028415679932
15,loss,1628503615077,0.2073354572057724
16,loss,1628503650867,0.20527754724025726
17,loss,1628503690120,0.2047855406999588
18,loss,1628503727806,0.2015930563211441
19,loss,1628503765175,0.2020616978406906
20,loss,1628503802751,0.20090556144714355
21,loss,1628503839202,0.1991519331932068
22,loss,1628503877300,0.19499759376049042
23,loss,1628503915542,0.19406479597091675
24,loss,1628503953282,0.19615592062473297
25,loss,1628503990311,0.1952906996011734
26,loss,1628504027877,0.1934923231601715
27,loss,1628504066334,0.1929234117269516
28,loss,1628504104851,0.18995226919651031
29,loss,1628504141994,0.19110636413097382
30,loss,1628504179782,0.18917953968048096
31,loss,1628504216725,0.18812145292758942
32,loss,1628504252458,0.19098226726055145
33,loss,1628504289087,0.18905842304229736
34,loss,1628504326136,0.18956132233142853
35,loss,1628504364605,0.18981362879276276
36,loss,1628504402284,0.18640518188476562
37,loss,1628504439539,0.18807841837406158
38,loss,1628504477305,0.18654265999794006
39,loss,1628504513027,0.18663319945335388
40,loss,1628504549129,0.185410276055336
41,loss,1628504587550,0.1833832561969757
42,loss,1628504626148,0.1850140392780304
43,loss,1628504663347,0.18424838781356812
44,loss,1628504701178,0.18239226937294006
45,loss,1628504737955,0.18566976487636566
46,loss,1628504774845,0.18186962604522705
47,loss,1628504813276,0.18314486742019653
48,loss,1628504850581,0.18098002672195435
49,loss,1628504886655,0.18197359144687653
50,loss,1628504924339,0.18175238370895386
51,loss,1628504963163,0.18218117952346802
52,loss,1628505000918,0.1803613007068634
53,loss,1628505041079,0.17928338050842285
54,loss,1628505081554,0.18056344985961914
55,loss,1628505121055,0.1790960133075714
56,loss,1628505160092,0.18041004240512848
57,loss,1628505200070,0.17817054688930511
58,loss,1628505240300,0.17859415709972382
