id,tag,timestamp,value
1,loss,1628327640559,0.4926608204841614
2,loss,1628327710191,0.31503570079803467
3,loss,1628327780082,0.2780247926712036
4,loss,1628327851179,0.2588326632976532
5,loss,1628327920000,0.24529172480106354
6,loss,1628327990934,0.23598982393741608
7,loss,1628328063229,0.23062269389629364
8,loss,1628328134374,0.2238391488790512
9,loss,1628328205989,0.220163494348526
10,loss,1628328275419,0.21218807995319366
11,loss,1628328346279,0.21188166737556458
12,loss,1628328418175,0.20873115956783295
13,loss,1628328490810,0.2066953182220459
14,loss,1628328560881,0.20302434265613556
15,loss,1628328630991,0.20273278653621674
16,loss,1628328700718,0.19925403594970703
17,loss,1628328770521,0.199331596493721
18,loss,1628328840894,0.19771993160247803
19,loss,1628328910181,0.1959565132856369
20,loss,1628328980849,0.19420278072357178
21,loss,1628329049672,0.19200366735458374
22,loss,1628329122004,0.1925199180841446
23,loss,1628329191543,0.19011694192886353
24,loss,1628329260801,0.18972118198871613
25,loss,1628329332518,0.18983501195907593
26,loss,1628329405123,0.186665877699852
27,loss,1628329478263,0.1872386336326599
28,loss,1628329550014,0.18646912276744843
29,loss,1628329622974,0.18450403213500977
30,loss,1628329695340,0.18594518303871155
31,loss,1628329768700,0.18486520648002625
32,loss,1628329841470,0.1841951608657837
33,loss,1628329918691,0.1827351450920105
34,loss,1628329991819,0.1818712204694748
35,loss,1628330065192,0.17937366664409637
36,loss,1628330138130,0.17947638034820557
37,loss,1628330211444,0.17884398996829987
38,loss,1628330284502,0.18020935356616974
39,loss,1628330359641,0.18048663437366486
40,loss,1628330434435,0.17934274673461914
41,loss,1628330510054,0.17783702909946442
42,loss,1628330583445,0.1786167472600937
43,loss,1628330655918,0.1765955537557602
44,loss,1628330733087,0.17731671035289764
45,loss,1628330805624,0.17770540714263916
46,loss,1628330879233,0.17539788782596588
47,loss,1628330953770,0.17821842432022095
48,loss,1628331026895,0.1760864108800888
49,loss,1628331100118,0.1759110987186432
50,loss,1628331174255,0.17458389699459076
51,loss,1628331247266,0.17330065369606018
52,loss,1628331320506,0.17383474111557007
53,loss,1628331395699,0.17150995135307312
54,loss,1628331470443,0.1727963536977768
55,loss,1628331544569,0.1728009134531021
56,loss,1628331616710,0.17276176810264587
57,loss,1628331689730,0.17128920555114746
58,loss,1628331762705,0.17204472422599792
59,loss,1628331837100,0.1718921661376953
60,loss,1628331911301,0.1706557720899582
61,loss,1628331987724,0.17051737010478973
62,loss,1628332058971,0.1717037558555603
63,loss,1628332132239,0.1706385463476181
64,loss,1628332205857,0.1701645702123642
65,loss,1628332280784,0.16792091727256775
66,loss,1628332353790,0.17082199454307556
67,loss,1628332427414,0.16975615918636322
68,loss,1628332500624,0.1694803088903427
69,loss,1628332573060,0.16882656514644623
70,loss,1628332646738,0.16813166439533234
71,loss,1628332721445,0.16991910338401794
72,loss,1628332794473,0.16865380108356476
73,loss,1628332868807,0.16821631789207458
74,loss,1628332939694,0.16645069420337677
75,loss,1628333013496,0.1694546788930893
76,loss,1628333086575,0.16618148982524872
77,loss,1628333160684,0.16670651733875275
78,loss,1628333229824,0.16621996462345123
79,loss,1628333301682,0.1669929325580597
80,loss,1628333372710,0.16668924689292908
81,loss,1628333443763,0.16604894399642944
82,loss,1628333517785,0.16516323387622833
