id,tag,timestamp,value
1,acc,1628327640559,0.754611074924469
2,acc,1628327710191,0.8692060708999634
3,acc,1628327780082,0.8884121775627136
4,acc,1628327851179,0.8984897136688232
5,acc,1628327920000,0.9044373035430908
6,acc,1628327990934,0.9105319380760193
7,acc,1628328063229,0.9121357798576355
8,acc,1628328134374,0.9158781170845032
9,acc,1628328205989,0.9176022410392761
10,acc,1628328275419,0.9221999645233154
11,acc,1628328346279,0.9227078557014465
12,acc,1628328418175,0.9239775538444519
13,acc,1628328490810,0.9241780042648315
14,acc,1628328560881,0.9253408312797546
15,acc,1628328630992,0.9266372919082642
16,acc,1628328700718,0.92862868309021
17,acc,1628328770522,0.9279336929321289
18,acc,1628328840895,0.9296044111251831
19,acc,1628328910181,0.9294306039810181
20,acc,1628328980849,0.9301791191101074
21,acc,1628329049673,0.9311413764953613
22,acc,1628329122004,0.930927574634552
23,acc,1628329191543,0.9323843717575073
24,acc,1628329260801,0.9331328272819519
25,acc,1628329332519,0.9327318668365479
26,acc,1628329405123,0.933346688747406
27,acc,1628329478263,0.9339748620986938
28,acc,1628329550014,0.9339748620986938
29,acc,1628329622975,0.9350307583808899
30,acc,1628329695340,0.9326918125152588
31,acc,1628329768700,0.9353514909744263
32,acc,1628329841470,0.9345495700836182
33,acc,1628329918691,0.9361801743507385
34,acc,1628329991820,0.9362068772315979
35,acc,1628330065193,0.937369704246521
36,acc,1628330138131,0.9373964071273804
37,acc,1628330211444,0.9370890259742737
38,acc,1628330284502,0.9366479516029358
39,acc,1628330359641,0.9372894763946533
40,acc,1628330434435,0.9376236200332642
41,acc,1628330510054,0.9381048083305359
42,acc,1628330583445,0.9373295903205872
43,acc,1628330655918,0.9387997984886169
44,acc,1628330733087,0.9380780458450317
45,acc,1628330805624,0.9383720755577087
46,acc,1628330879234,0.9393745064735413
47,acc,1628330953771,0.9383453726768494
48,acc,1628331026895,0.938839852809906
49,acc,1628331100118,0.9390403628349304
50,acc,1628331174255,0.939681887626648
51,acc,1628331247266,0.9406175017356873
52,acc,1628331320506,0.9393210411071777
53,acc,1628331395699,0.940737783908844
54,acc,1628331470443,0.9397621154785156
55,acc,1628331544569,0.9404704570770264
56,acc,1628331616711,0.940082848072052
57,acc,1628331689730,0.9406709671020508
58,acc,1628331762705,0.9400427937507629
59,acc,1628331837100,0.9392809271812439
60,acc,1628331911301,0.9415798187255859
61,acc,1628331987724,0.9411253929138184
62,acc,1628332058971,0.941031813621521
63,acc,1628332132239,0.9411788582801819
64,acc,1628332205858,0.9415664076805115
65,acc,1628332280784,0.9422480463981628
66,acc,1628332353790,0.9406040906906128
67,acc,1628332427414,0.9412857294082642
68,acc,1628332500624,0.9419540166854858
69,acc,1628332573060,0.9421545267105103
70,acc,1628332646738,0.9422480463981628
71,acc,1628332721445,0.9418738484382629
72,acc,1628332794474,0.9416332244873047
73,acc,1628332868807,0.9417401552200317
74,acc,1628332939694,0.9422480463981628
75,acc,1628333013497,0.9418470859527588
76,acc,1628333086575,0.9425821900367737
77,acc,1628333160684,0.9421277642250061
78,acc,1628333229824,0.9430366158485413
79,acc,1628333301682,0.9420475959777832
80,acc,1628333372710,0.9425020217895508
81,acc,1628333443763,0.9423683285713196
82,acc,1628333517785,0.9429029822349548
83,acc,1628333589789,0.9423282742500305
84,acc,1628333662082,0.943263828754425
85,acc,1628333732619,0.9432103633880615
86,acc,1628333803753,0.9433574080467224
87,acc,1628333875193,0.9418738484382629
88,acc,1628333945957,0.9429430365562439
89,acc,1628334018262,0.9432504773139954
90,acc,1628334089206,0.9426490068435669
91,acc,1628334161243,0.943450927734375
92,acc,1628334233261,0.9429029822349548
93,acc,1628334304394,0.9429430365562439
94,acc,1628334373751,0.9435043931007385
95,acc,1628334445558,0.9430900812149048
96,acc,1628334515813,0.9439454674720764
97,acc,1628334585965,0.9425821900367737
98,acc,1628334656706,0.9440657496452332
99,acc,1628334729280,0.9432504773139954
100,acc,1628334801703,0.9437850713729858
101,acc,1628334870766,0.9446538090705872
102,acc,1628334943233,0.9442261457443237
103,acc,1628335014941,0.9440925121307373
104,acc,1628335086705,0.9442528486251831
105,acc,1628335156814,0.9441192150115967
106,acc,1628335227429,0.9444800615310669
107,acc,1628335298746,0.9445335268974304
108,acc,1628335368731,0.9437717199325562
109,acc,1628335440829,0.9440390467643738
110,acc,1628335515043,0.9442261457443237
111,acc,1628335586079,0.9447473883628845
112,acc,1628335655706,0.944800853729248
113,acc,1628335729116,0.9439989328384399
114,acc,1628335800362,0.944105863571167
115,acc,1628335873981,0.9444667100906372
116,acc,1628335945000,0.9441593289375305
117,acc,1628336015087,0.9446137547492981
118,acc,1628336084792,0.9445335268974304
119,acc,1628336156706,0.9446004033088684
120,acc,1628336227497,0.9448543190956116
121,acc,1628336299329,0.9451082348823547
122,acc,1628336370394,0.945749819278717
123,acc,1628336442130,0.9452285766601562
124,acc,1628336514151,0.9448409676551819
125,acc,1628336585213,0.9443731904029846
126,acc,1628336657840,0.9449211359024048
127,acc,1628336729830,0.9443731904029846
128,acc,1628336800953,0.9448944330215454
129,acc,1628336874225,0.9449211359024048
130,acc,1628336945054,0.9458701014518738
131,acc,1628337017198,0.9454691410064697
132,acc,1628337087305,0.945682942867279
133,acc,1628337159414,0.9455091953277588
134,acc,1628337235286,0.9456027746200562
135,acc,1628337305847,0.9447473883628845
136,acc,1628337379741,0.9451617002487183
137,acc,1628337452424,0.9451751112937927
138,acc,1628337524676,0.9458032846450806
139,acc,1628337596498,0.945281982421875
140,acc,1628337668022,0.946043848991394
141,acc,1628337739965,0.9453220963478088
142,acc,1628337812424,0.9452151656150818
143,acc,1628337884625,0.9447072744369507
144,acc,1628337956162,0.946819007396698
145,acc,1628338030346,0.9457364082336426
146,acc,1628338102016,0.9461240172386169
147,acc,1628338175701,0.9451216459274292
148,acc,1628338249366,0.9459903836250305
149,acc,1628338320496,0.944987952709198
150,acc,1628338392311,0.9460973143577576
151,acc,1628338463134,0.9466586709022522
152,acc,1628338535734,0.9453220963478088
153,acc,1628338604906,0.9455359578132629
154,acc,1628338676340,0.9458299875259399
155,acc,1628338748652,0.9462710618972778
156,acc,1628338819519,0.946043848991394
